time,origin_node,sfc,sf,schedule_node,schedule_prob
300.0,pop1,sfc_1,c,pop2,0.33
300.0,pop2,sfc_1,a,pop0,0.34
300.0,pop2,sfc_1,a,pop1,0.33
300.0,pop2,sfc_1,a,pop2,0.33
300.0,pop2,sfc_1,b,pop0,0.34
300.0,pop2,sfc_1,b,pop1,0.33
300.0,pop2,sfc_1,b,pop2,0.33
300.0,pop2,sfc_1,c,pop0,0.0
300.0,pop2,sfc_1,c,pop1,1.0
300.0,pop2,sfc_1,c,pop2,0.0
400.0,pop0,sfc_1,a,pop0,1.0
400.0,pop0,sfc_1,a,pop1,0.0
400.0,pop0,sfc_1,a,pop2,0.0
400.0,pop0,sfc_1,b,pop0,0.0
400.0,pop0,sfc_1,b,pop1,0.0
400.0,pop0,sfc_1,b,pop2,1.0
400.0,pop0,sfc_1,c,pop0,0.34
400.0,pop0,sfc_1,c,pop1,0.33
400.0,pop0,sfc_1,c,pop2,0.33
400.0,pop1,sfc_1,a,pop0,0.34
400.0,pop1,sfc_1,a,pop1,0.33
400.0,pop1,sfc_1,a,pop2,0.33
400.0,pop1,sfc_1,b,pop0,0.34
400.0,pop1,sfc_1,b,pop1,0.33
400.0,pop1,sfc_1,b,pop2,0.33
400.0,pop1,sfc_1,c,pop0,0.34
400.0,pop1,sfc_1,c,pop1,0.33
400.0,pop1,sfc_1,c,pop2,0.33
400.0,pop2,sfc_1,a,pop0,0.34
400.0,pop2,sfc_1,a,pop1,0.33
400.0,pop2,sfc_1,a,pop2,0.33
400.0,pop2,sfc_1,b,pop0,0.34
400.0,pop2,sfc_1,b,pop1,0.33
400.0,pop2,sfc_1,b,pop2,0.33
400.0,pop2,sfc_1,c,pop0,0.0
400.0,pop2,sfc_1,c,pop1,1.0
400.0,pop2,sfc_1,c,pop2,0.0
500.0,pop0,sfc_1,a,pop0,1.0
500.0,pop0,sfc_1,a,pop1,0.0
500.0,pop0,sfc_1,a,pop2,0.0
500.0,pop0,sfc_1,b,pop0,0.0
500.0,pop0,sfc_1,b,pop1,0.0
500.0,pop0,sfc_1,b,pop2,1.0
500.0,pop0,sfc_1,c,pop0,0.34
500.0,pop0,sfc_1,c,pop1,0.33
500.0,pop0,sfc_1,c,pop2,0.33
500.0,pop1,sfc_1,a,pop0,0.34
500.0,pop1,sfc_1,a,pop1,0.33
500.0,pop1,sfc_1,a,pop2,0.33
500.0,pop1,sfc_1,b,pop0,0.34
500.0,pop1,sfc_1,b,pop1,0.33
500.0,pop1,sfc_1,b,pop2,0.33
500.0,pop1,sfc_1,c,pop0,0.34
500.0,pop1,sfc_1,c,pop1,0.33
500.0,pop1,sfc_1,c,pop2,0.33
500.0,pop2,sfc_1,a,pop0,0.34
500.0,pop2,sfc_1,a,pop1,0.33
500.0,pop2,sfc_1,a,pop2,0.33
500.0,pop2,sfc_1,b,pop0,0.34
500.0,pop2,sfc_1,b,pop1,0.33
500.0,pop2,sfc_1,b,pop2,0.33
500.0,pop2,sfc_1,c,pop0,0.0
500.0,pop2,sfc_1,c,pop1,1.0
500.0,pop2,sfc_1,c,pop2,0.0
600.0,pop0,sfc_1,a,pop0,1.0
600.0,pop0,sfc_1,a,pop1,0.0
600.0,pop0,sfc_1,a,pop2,0.0
600.0,pop0,sfc_1,b,pop0,0.0
600.0,pop0,sfc_1,b,pop1,0.0
600.0,pop0,sfc_1,b,pop2,1.0
600.0,pop0,sfc_1,c,pop0,0.34
600.0,pop0,sfc_1,c,pop1,0.33
600.0,pop0,sfc_1,c,pop2,0.33
600.0,pop1,sfc_1,a,pop0,0.34
600.0,pop1,sfc_1,a,pop1,0.33
600.0,pop1,sfc_1,a,pop2,0.33
600.0,pop1,sfc_1,b,pop0,0.34
600.0,pop1,sfc_1,b,pop1,0.33
600.0,pop1,sfc_1,b,pop2,0.33
600.0,pop1,sfc_1,c,pop0,0.34
600.0,pop1,sfc_1,c,pop1,0.33
600.0,pop1,sfc_1,c,pop2,0.33
600.0,pop2,sfc_1,a,pop0,0.34
600.0,pop2,sfc_1,a,pop1,0.33
600.0,pop2,sfc_1,a,pop2,0.33
600.0,pop2,sfc_1,b,pop0,0.34
600.0,pop2,sfc_1,b,pop1,0.33
600.0,pop2,sfc_1,b,pop2,0.33
600.0,pop2,sfc_1,c,pop0,0.0
600.0,pop2,sfc_1,c,pop1,1.0
600.0,pop2,sfc_1,c,pop2,0.0
700.0,pop0,sfc_1,a,pop0,1.0
700.0,pop0,sfc_1,a,pop1,0.0
700.0,pop0,sfc_1,a,pop2,0.0
700.0,pop0,sfc_1,b,pop0,0.0
700.0,pop0,sfc_1,b,pop1,0.0
700.0,pop0,sfc_1,b,pop2,1.0
700.0,pop0,sfc_1,c,pop0,0.34
700.0,pop0,sfc_1,c,pop1,0.33
700.0,pop0,sfc_1,c,pop2,0.33
700.0,pop1,sfc_1,a,pop0,0.34
700.0,pop1,sfc_1,a,pop1,0.33
700.0,pop1,sfc_1,a,pop2,0.33
700.0,pop1,sfc_1,b,pop0,0.34
700.0,pop1,sfc_1,b,pop1,0.33
700.0,pop1,sfc_1,b,pop2,0.33
700.0,pop1,sfc_1,c,pop0,0.34
700.0,pop1,sfc_1,c,pop1,0.33
700.0,pop1,sfc_1,c,pop2,0.33
700.0,pop2,sfc_1,a,pop0,0.34
700.0,pop2,sfc_1,a,pop1,0.33
700.0,pop2,sfc_1,a,pop2,0.33
700.0,pop2,sfc_1,b,pop0,0.34
700.0,pop2,sfc_1,b,pop1,0.33
700.0,pop2,sfc_1,b,pop2,0.33
700.0,pop2,sfc_1,c,pop0,0.0
700.0,pop2,sfc_1,c,pop1,1.0
700.0,pop2,sfc_1,c,pop2,0.0
800.0,pop0,sfc_1,a,pop0,1.0
800.0,pop0,sfc_1,a,pop1,0.0
800.0,pop0,sfc_1,a,pop2,0.0
800.0,pop0,sfc_1,b,pop0,0.0
800.0,pop0,sfc_1,b,pop1,0.0
800.0,pop0,sfc_1,b,pop2,1.0
800.0,pop0,sfc_1,c,pop0,0.34
800.0,pop0,sfc_1,c,pop1,0.33
800.0,pop0,sfc_1,c,pop2,0.33
800.0,pop1,sfc_1,a,pop0,0.34
800.0,pop1,sfc_1,a,pop1,0.33
800.0,pop1,sfc_1,a,pop2,0.33
800.0,pop1,sfc_1,b,pop0,0.34
800.0,pop1,sfc_1,b,pop1,0.33
800.0,pop1,sfc_1,b,pop2,0.33
800.0,pop1,sfc_1,c,pop0,0.34
800.0,pop1,sfc_1,c,pop1,0.33
800.0,pop1,sfc_1,c,pop2,0.33
800.0,pop2,sfc_1,a,pop0,0.34
800.0,pop2,sfc_1,a,pop1,0.33
800.0,pop2,sfc_1,a,pop2,0.33
800.0,pop2,sfc_1,b,pop0,0.34
800.0,pop2,sfc_1,b,pop1,0.33
800.0,pop2,sfc_1,b,pop2,0.33
800.0,pop2,sfc_1,c,pop0,0.0
800.0,pop2,sfc_1,c,pop1,1.0
800.0,pop2,sfc_1,c,pop2,0.0
900.0,pop0,sfc_1,a,pop0,1.0
900.0,pop0,sfc_1,a,pop1,0.0
900.0,pop0,sfc_1,a,pop2,0.0
900.0,pop0,sfc_1,b,pop0,0.0
900.0,pop0,sfc_1,b,pop1,0.0
900.0,pop0,sfc_1,b,pop2,1.0
900.0,pop0,sfc_1,c,pop0,0.34
900.0,pop0,sfc_1,c,pop1,0.33
900.0,pop0,sfc_1,c,pop2,0.33
900.0,pop1,sfc_1,a,pop0,0.34
900.0,pop1,sfc_1,a,pop1,0.33
900.0,pop1,sfc_1,a,pop2,0.33
900.0,pop1,sfc_1,b,pop0,0.34
900.0,pop1,sfc_1,b,pop1,0.33
900.0,pop1,sfc_1,b,pop2,0.33
900.0,pop1,sfc_1,c,pop0,0.34
900.0,pop1,sfc_1,c,pop1,0.33
900.0,pop1,sfc_1,c,pop2,0.33
900.0,pop2,sfc_1,a,pop0,0.34
900.0,pop2,sfc_1,a,pop1,0.33
900.0,pop2,sfc_1,a,pop2,0.33
900.0,pop2,sfc_1,b,pop0,0.34
900.0,pop2,sfc_1,b,pop1,0.33
900.0,pop2,sfc_1,b,pop2,0.33
900.0,pop2,sfc_1,c,pop0,0.0
900.0,pop2,sfc_1,c,pop1,1.0
900.0,pop2,sfc_1,c,pop2,0.0
1000.0,pop0,sfc_1,a,pop0,1.0
1000.0,pop0,sfc_1,a,pop1,0.0
1000.0,pop0,sfc_1,a,pop2,0.0
1000.0,pop0,sfc_1,b,pop0,0.0
1000.0,pop0,sfc_1,b,pop1,0.0
1000.0,pop0,sfc_1,b,pop2,1.0
1000.0,pop0,sfc_1,c,pop0,0.34
1000.0,pop0,sfc_1,c,pop1,0.33
1000.0,pop0,sfc_1,c,pop2,0.33
1000.0,pop1,sfc_1,a,pop0,0.34
1000.0,pop1,sfc_1,a,pop1,0.33
1000.0,pop1,sfc_1,a,pop2,0.33
1000.0,pop1,sfc_1,b,pop0,0.34
1000.0,pop1,sfc_1,b,pop1,0.33
1000.0,pop1,sfc_1,b,pop2,0.33
1000.0,pop1,sfc_1,c,pop0,0.34
1000.0,pop1,sfc_1,c,pop1,0.33
1000.0,pop1,sfc_1,c,pop2,0.33
1000.0,pop2,sfc_1,a,pop0,0.34
1000.0,pop2,sfc_1,a,pop1,0.33
1000.0,pop2,sfc_1,a,pop2,0.33
1000.0,pop2,sfc_1,b,pop0,0.34
1000.0,pop2,sfc_1,b,pop1,0.33
1000.0,pop2,sfc_1,b,pop2,0.33
1000.0,pop2,sfc_1,c,pop0,0.0
1000.0,pop2,sfc_1,c,pop1,1.0
1000.0,pop2,sfc_1,c,pop2,0.0
1100.0,pop0,sfc_1,a,pop0,1.0
1100.0,pop0,sfc_1,a,pop1,0.0
1100.0,pop0,sfc_1,a,pop2,0.0
1100.0,pop0,sfc_1,b,pop0,0.0
1100.0,pop0,sfc_1,b,pop1,0.0
1100.0,pop0,sfc_1,b,pop2,1.0
1100.0,pop0,sfc_1,c,pop0,0.34
1100.0,pop0,sfc_1,c,pop1,0.33
1100.0,pop0,sfc_1,c,pop2,0.33
1100.0,pop1,sfc_1,a,pop0,0.34
1100.0,pop1,sfc_1,a,pop1,0.33
1100.0,pop1,sfc_1,a,pop2,0.33
1100.0,pop1,sfc_1,b,pop0,0.34
1100.0,pop1,sfc_1,b,pop1,0.33
1100.0,pop1,sfc_1,b,pop2,0.33
1100.0,pop1,sfc_1,c,pop0,0.34
1100.0,pop1,sfc_1,c,pop1,0.33
1100.0,pop1,sfc_1,c,pop2,0.33
1100.0,pop2,sfc_1,a,pop0,0.34
1100.0,pop2,sfc_1,a,pop1,0.33
1100.0,pop2,sfc_1,a,pop2,0.33
1100.0,pop2,sfc_1,b,pop0,0.34
1100.0,pop2,sfc_1,b,pop1,0.33
1100.0,pop2,sfc_1,b,pop2,0.33
1100.0,pop2,sfc_1,c,pop0,0.0
1100.0,pop2,sfc_1,c,pop1,1.0
1100.0,pop2,sfc_1,c,pop2,0.0
1200.0,pop0,sfc_1,a,pop0,1.0
1200.0,pop0,sfc_1,a,pop1,0.0
1200.0,pop0,sfc_1,a,pop2,0.0
1200.0,pop0,sfc_1,b,pop0,0.0
1200.0,pop0,sfc_1,b,pop1,0.0
1200.0,pop0,sfc_1,b,pop2,1.0
1200.0,pop0,sfc_1,c,pop0,0.34
1200.0,pop0,sfc_1,c,pop1,0.33
1200.0,pop0,sfc_1,c,pop2,0.33
1200.0,pop1,sfc_1,a,pop0,0.34
1200.0,pop1,sfc_1,a,pop1,0.33
1200.0,pop1,sfc_1,a,pop2,0.33
1200.0,pop1,sfc_1,b,pop0,0.34
1200.0,pop1,sfc_1,b,pop1,0.33
1200.0,pop1,sfc_1,b,pop2,0.33
1200.0,pop1,sfc_1,c,pop0,0.34
1200.0,pop1,sfc_1,c,pop1,0.33
1200.0,pop1,sfc_1,c,pop2,0.33
1200.0,pop2,sfc_1,a,pop0,0.34
1200.0,pop2,sfc_1,a,pop1,0.33
1200.0,pop2,sfc_1,a,pop2,0.33
1200.0,pop2,sfc_1,b,pop0,0.34
1200.0,pop2,sfc_1,b,pop1,0.33
1200.0,pop2,sfc_1,b,pop2,0.33
1200.0,pop2,sfc_1,c,pop0,0.0
1200.0,pop2,sfc_1,c,pop1,1.0
1200.0,pop2,sfc_1,c,pop2,0.0
1300.0,pop0,sfc_1,a,pop0,1.0
1300.0,pop0,sfc_1,a,pop1,0.0
1300.0,pop0,sfc_1,a,pop2,0.0
1300.0,pop0,sfc_1,b,pop0,0.0
1300.0,pop0,sfc_1,b,pop1,0.0
1300.0,pop0,sfc_1,b,pop2,1.0
1300.0,pop0,sfc_1,c,pop0,0.34
1300.0,pop0,sfc_1,c,pop1,0.33
1300.0,pop0,sfc_1,c,pop2,0.33
1300.0,pop1,sfc_1,a,pop0,0.34
1300.0,pop1,sfc_1,a,pop1,0.33
1300.0,pop1,sfc_1,a,pop2,0.33
1300.0,pop1,sfc_1,b,pop0,0.34
1300.0,pop1,sfc_1,b,pop1,0.33
1300.0,pop1,sfc_1,b,pop2,0.33
1300.0,pop1,sfc_1,c,pop0,0.34
1300.0,pop1,sfc_1,c,pop1,0.33
1300.0,pop1,sfc_1,c,pop2,0.33
1300.0,pop2,sfc_1,a,pop0,0.34
1300.0,pop2,sfc_1,a,pop1,0.33
1300.0,pop2,sfc_1,a,pop2,0.33
1300.0,pop2,sfc_1,b,pop0,0.34
1300.0,pop2,sfc_1,b,pop1,0.33
1300.0,pop2,sfc_1,b,pop2,0.33
1300.0,pop2,sfc_1,c,pop0,0.0
1300.0,pop2,sfc_1,c,pop1,1.0
1300.0,pop2,sfc_1,c,pop2,0.0
1400.0,pop0,sfc_1,a,pop0,1.0
1400.0,pop0,sfc_1,a,pop1,0.0
1400.0,pop0,sfc_1,a,pop2,0.0
1400.0,pop0,sfc_1,b,pop0,0.0
1400.0,pop0,sfc_1,b,pop1,0.0
1400.0,pop0,sfc_1,b,pop2,1.0
1400.0,pop0,sfc_1,c,pop0,0.34
1400.0,pop0,sfc_1,c,pop1,0.33
1400.0,pop0,sfc_1,c,pop2,0.33
1400.0,pop1,sfc_1,a,pop0,0.34
1400.0,pop1,sfc_1,a,pop1,0.33
1400.0,pop1,sfc_1,a,pop2,0.33
1400.0,pop1,sfc_1,b,pop0,0.34
1400.0,pop1,sfc_1,b,pop1,0.33
1400.0,pop1,sfc_1,b,pop2,0.33
1400.0,pop1,sfc_1,c,pop0,0.34
1400.0,pop1,sfc_1,c,pop1,0.33
1400.0,pop1,sfc_1,c,pop2,0.33
1400.0,pop2,sfc_1,a,pop0,0.34
1400.0,pop2,sfc_1,a,pop1,0.33
1400.0,pop2,sfc_1,a,pop2,0.33
1400.0,pop2,sfc_1,b,pop0,0.34
1400.0,pop2,sfc_1,b,pop1,0.33
1400.0,pop2,sfc_1,b,pop2,0.33
1400.0,pop2,sfc_1,c,pop0,0.0
1400.0,pop2,sfc_1,c,pop1,1.0
1400.0,pop2,sfc_1,c,pop2,0.0
1500.0,pop0,sfc_1,a,pop0,1.0
1500.0,pop0,sfc_1,a,pop1,0.0
1500.0,pop0,sfc_1,a,pop2,0.0
1500.0,pop0,sfc_1,b,pop0,0.0
1500.0,pop0,sfc_1,b,pop1,0.0
1500.0,pop0,sfc_1,b,pop2,1.0
1500.0,pop0,sfc_1,c,pop0,0.34
1500.0,pop0,sfc_1,c,pop1,0.33
1500.0,pop0,sfc_1,c,pop2,0.33
1500.0,pop1,sfc_1,a,pop0,0.34
1500.0,pop1,sfc_1,a,pop1,0.33
1500.0,pop1,sfc_1,a,pop2,0.33
1500.0,pop1,sfc_1,b,pop0,0.34
1500.0,pop1,sfc_1,b,pop1,0.33
1500.0,pop1,sfc_1,b,pop2,0.33
1500.0,pop1,sfc_1,c,pop0,0.34
1500.0,pop1,sfc_1,c,pop1,0.33
1500.0,pop1,sfc_1,c,pop2,0.33
1500.0,pop2,sfc_1,a,pop0,0.34
1500.0,pop2,sfc_1,a,pop1,0.33
1500.0,pop2,sfc_1,a,pop2,0.33
1500.0,pop2,sfc_1,b,pop0,0.34
1500.0,pop2,sfc_1,b,pop1,0.33
1500.0,pop2,sfc_1,b,pop2,0.33
1500.0,pop2,sfc_1,c,pop0,0.0
1500.0,pop2,sfc_1,c,pop1,1.0
1500.0,pop2,sfc_1,c,pop2,0.0
1600.0,pop0,sfc_1,a,pop0,1.0
1600.0,pop0,sfc_1,a,pop1,0.0
1600.0,pop0,sfc_1,a,pop2,0.0
1600.0,pop0,sfc_1,b,pop0,0.0
1600.0,pop0,sfc_1,b,pop1,0.0
1600.0,pop0,sfc_1,b,pop2,1.0
1600.0,pop0,sfc_1,c,pop0,0.34
1600.0,pop0,sfc_1,c,pop1,0.33
1600.0,pop0,sfc_1,c,pop2,0.33
1600.0,pop1,sfc_1,a,pop0,0.34
1600.0,pop1,sfc_1,a,pop1,0.33
1600.0,pop1,sfc_1,a,pop2,0.33
1600.0,pop1,sfc_1,b,pop0,0.34
1600.0,pop1,sfc_1,b,pop1,0.33
1600.0,pop1,sfc_1,b,pop2,0.33
1600.0,pop1,sfc_1,c,pop0,0.34
1600.0,pop1,sfc_1,c,pop1,0.33
1600.0,pop1,sfc_1,c,pop2,0.33
1600.0,pop2,sfc_1,a,pop0,0.34
1600.0,pop2,sfc_1,a,pop1,0.33
1600.0,pop2,sfc_1,a,pop2,0.33
1600.0,pop2,sfc_1,b,pop0,0.34
1600.0,pop2,sfc_1,b,pop1,0.33
1600.0,pop2,sfc_1,b,pop2,0.33
1600.0,pop2,sfc_1,c,pop0,0.0
1600.0,pop2,sfc_1,c,pop1,1.0
1600.0,pop2,sfc_1,c,pop2,0.0
1700.0,pop0,sfc_1,a,pop0,1.0
1700.0,pop0,sfc_1,a,pop1,0.0
1700.0,pop0,sfc_1,a,pop2,0.0
1700.0,pop0,sfc_1,b,pop0,0.0
1700.0,pop0,sfc_1,b,pop1,0.0
1700.0,pop0,sfc_1,b,pop2,1.0
1700.0,pop0,sfc_1,c,pop0,0.34
1700.0,pop0,sfc_1,c,pop1,0.33
1700.0,pop0,sfc_1,c,pop2,0.33
1700.0,pop1,sfc_1,a,pop0,0.34
1700.0,pop1,sfc_1,a,pop1,0.33
1700.0,pop1,sfc_1,a,pop2,0.33
1700.0,pop1,sfc_1,b,pop0,0.34
1700.0,pop1,sfc_1,b,pop1,0.33
1700.0,pop1,sfc_1,b,pop2,0.33
1700.0,pop1,sfc_1,c,pop0,0.34
1700.0,pop1,sfc_1,c,pop1,0.33
1700.0,pop1,sfc_1,c,pop2,0.33
1700.0,pop2,sfc_1,a,pop0,0.34
1700.0,pop2,sfc_1,a,pop1,0.33
1700.0,pop2,sfc_1,a,pop2,0.33
1700.0,pop2,sfc_1,b,pop0,0.34
1700.0,pop2,sfc_1,b,pop1,0.33
1700.0,pop2,sfc_1,b,pop2,0.33
1700.0,pop2,sfc_1,c,pop0,0.0
1700.0,pop2,sfc_1,c,pop1,1.0
1700.0,pop2,sfc_1,c,pop2,0.0
1800.0,pop0,sfc_1,a,pop0,1.0
1800.0,pop0,sfc_1,a,pop1,0.0
1800.0,pop0,sfc_1,a,pop2,0.0
1800.0,pop0,sfc_1,b,pop0,0.0
1800.0,pop0,sfc_1,b,pop1,0.0
1800.0,pop0,sfc_1,b,pop2,1.0
1800.0,pop0,sfc_1,c,pop0,0.34
1800.0,pop0,sfc_1,c,pop1,0.33
1800.0,pop0,sfc_1,c,pop2,0.33
1800.0,pop1,sfc_1,a,pop0,0.34
1800.0,pop1,sfc_1,a,pop1,0.33
1800.0,pop1,sfc_1,a,pop2,0.33
1800.0,pop1,sfc_1,b,pop0,0.34
1800.0,pop1,sfc_1,b,pop1,0.33
1800.0,pop1,sfc_1,b,pop2,0.33
1800.0,pop1,sfc_1,c,pop0,0.34
1800.0,pop1,sfc_1,c,pop1,0.33
1800.0,pop1,sfc_1,c,pop2,0.33
1800.0,pop2,sfc_1,a,pop0,0.34
1800.0,pop2,sfc_1,a,pop1,0.33
1800.0,pop2,sfc_1,a,pop2,0.33
1800.0,pop2,sfc_1,b,pop0,0.34
1800.0,pop2,sfc_1,b,pop1,0.33
1800.0,pop2,sfc_1,b,pop2,0.33
1800.0,pop2,sfc_1,c,pop0,0.0
1800.0,pop2,sfc_1,c,pop1,1.0
1800.0,pop2,sfc_1,c,pop2,0.0
1900.0,pop0,sfc_1,a,pop0,1.0
1900.0,pop0,sfc_1,a,pop1,0.0
1900.0,pop0,sfc_1,a,pop2,0.0
1900.0,pop0,sfc_1,b,pop0,0.0
1900.0,pop0,sfc_1,b,pop1,0.0
1900.0,pop0,sfc_1,b,pop2,1.0
1900.0,pop0,sfc_1,c,pop0,0.34
1900.0,pop0,sfc_1,c,pop1,0.33
1900.0,pop0,sfc_1,c,pop2,0.33
1900.0,pop1,sfc_1,a,pop0,0.34
1900.0,pop1,sfc_1,a,pop1,0.33
1900.0,pop1,sfc_1,a,pop2,0.33
1900.0,pop1,sfc_1,b,pop0,0.34
1900.0,pop1,sfc_1,b,pop1,0.33
1900.0,pop1,sfc_1,b,pop2,0.33
1900.0,pop1,sfc_1,c,pop0,0.34
1900.0,pop1,sfc_1,c,pop1,0.33
1900.0,pop1,sfc_1,c,pop2,0.33
1900.0,pop2,sfc_1,a,pop0,0.34
1900.0,pop2,sfc_1,a,pop1,0.33
1900.0,pop2,sfc_1,a,pop2,0.33
1900.0,pop2,sfc_1,b,pop0,0.34
1900.0,pop2,sfc_1,b,pop1,0.33
1900.0,pop2,sfc_1,b,pop2,0.33
1900.0,pop2,sfc_1,c,pop0,0.0
1900.0,pop2,sfc_1,c,pop1,1.0
1900.0,pop2,sfc_1,c,pop2,0.0
